Longitude,Latitude,Country-CH,Country,Report number,Disease,Genotype/ Serotype/ Subtype,Reason,Start date,Report date,reportId,reportStatus,eventId,eventStatus,animalType
14.550072,47.516231,奥地利,Austria,IN,Infectious haematopoietic necrosis virus (Inf. with),,Recurrence,2019/04/01,2019/05/20,15230,Validated,2904,Resolved,aquatic
28.369885,47.411631,摩尔多瓦,Moldova,FUR_8,African swine fever virus (Inf. with) ,,Recurrence of an eradicated disease,2019/03/14,2019/05/20,15228,Validated,2841,Resolved,terrestrial
105.318756,61.52401,俄罗斯,Russia,FUR_2,Lumpy skin disease virus (Inf. with) ,,Recurrence of an eradicated disease,2019/03/07,2019/05/17,15218,Validated,2842,Resolved,terrestrial
,,,United States of America,FUR_1,Rabbit haemorrhagic disease ,RHDV,Recurrence of an eradicated disease,2018/11/17,2019/05/15,15214,Validated,2762,Resolved,terrestrial
,,,Vietnam,FUR_1,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N6,Recurrence of an eradicated disease,2019/02/11,2019/05/14,15210,Validated,2834,Resolved,terrestrial
,,,Myanmar,IN,Anthrax ,,Recurrence of an eradicated disease,2018/05/04,2019/05/22,15201,Validated,2901,Resolved,terrestrial
,,,United States of America,IN,Red sea bream iridovirus (Inf. with),,New host,2018/12/01,2019/05/14,15195,Validated,2898,Resolved,aquatic
104.990963,12.565679,柬埔寨,Cambodia,FUR_2,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N6,New strain in the country,2019/03/25,2019/05/10,15191,Validated,2877,Resolved,terrestrial
105.318756,61.52401,俄罗斯,Russia,FUR_1,Classical swine fever virus (Inf. with) ,,Recurrence of an eradicated disease,2019/02/18,2019/05/08,15179,Validated,2819,Resolved,terrestrial
31.16558,48.379433,乌克兰,Ukraine,FUR_1,African swine fever virus (Inf. with) ,,Recurrence of an eradicated disease,2019/02/07,2019/05/08,15178,Validated,2802,Resolved,terrestrial
34.301525,-13.254308,马拉维,Malawi,FUR_5,Anthrax ,,First occurrence in a zone or a compartment,2018/10/10,2019/05/08,15175,Validated,2753,Resolved,terrestrial
,,,Chinese Taipei,IN,Low pathogenic avian influenza (poultry) (2006-2021),H7N7,New strain in the country,2019/01/10,2019/05/13,15174,Validated,2891,Resolved,terrestrial
-75.015152,-9.189967,秘鲁,Peru,FUR_5,Equine infectious anaemia ,,Recurrence of an eradicated disease,2019/02/25,2019/05/08,15173,Validated,2828,Resolved,terrestrial
,,,South Africa,FUR_8,Foot and mouth disease virus (Inf. with) ,SAT 2,Recurrence of an eradicated disease,2018/05/23,2019/05/07,15171,Validated,2564,Resolved,terrestrial
80.771797,7.873054,斯里兰卡,Sri Lanka,IN,Bovine viral diarrhoea (2006-),,First occurrence in the country,2018/04/10,2019/05/09,15167,Validated,2889,On-going,terrestrial
34.851612,31.046051,以色列,Israel,FUR_3,Peste des petits ruminants virus (Inf. with) ,,Recurrence of an eradicated disease,2018/11/17,2019/05/04,15158,Validated,2750,Resolved,terrestrial
34.851612,31.046051,以色列,Israel,FUR_1,Mycobacterium tuberculosis complex (Inf. with)(2019-),,Recurrence of an eradicated disease,2019/02/05,2019/05/04,15157,Validated,2800,Resolved,terrestrial
34.851612,31.046051,以色列,Israel,FUR_9,Foot and mouth disease virus (Inf. with) ,O,Recurrence of an eradicated disease,2018/09/05,2019/05/04,15156,Validated,2669,Resolved,terrestrial
18.49041,-22.95764,纳米比亚,Namibia,FUR_11,Newcastle disease virus (Inf. with) ,,Recurrence of an eradicated disease,2016/07/15,2019/05/03,15151,Validated,1987,Resolved,terrestrial
9.537499,33.886917,突尼斯,Tunisia,FUR_4,Foot and mouth disease virus (Inf. with) ,O,Recurrence of an eradicated disease,2018/12/15,2019/05/03,15146,Validated,2773,Resolved,terrestrial
,,,Chinese Taipei,FUR_2,Low pathogenic avian influenza (poultry) (2006-2021),H5N6,New strain in the country,2017/12/19,2019/05/06,15141,Validated,2434,Resolved,terrestrial
102.495496,19.85627,老挝,Laos,FUR_3,Porcine reproductive and respiratory syndrome virus (Inf. with),,Recurrence of an eradicated disease,2019/01/28,2019/04/29,15128,Validated,2801,Resolved,terrestrial
105.318756,61.52401,俄罗斯,Russia,FUR_2,Foot and mouth disease virus (Inf. with) ,O,Recurrence of an eradicated disease,2019/03/08,2019/04/26,15118,Validated,2835,Resolved,terrestrial
15.2,45.1,克罗地亚,Croatia,FUR_1,Brucella melitensis (Inf. with) ,,Recurrence of an eradicated disease,2018/10/03,2019/04/26,15115,Validated,2755,Resolved,terrestrial
,,,Chinese Taipei,FUR_1,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5 (N untyped),Recurrence of an eradicated disease,2018/01/12,2019/04/29,15108,Validated,2633,Resolved,terrestrial
35.529562,-18.665695,莫桑比克,Mozambique,FUR_3,Foot and mouth disease virus (Inf. with) ,Not sampled,Recurrence of an eradicated disease,2017/12/25,2019/04/23,15101,Validated,2444,Resolved,terrestrial
104.990963,12.565679,柬埔寨,Cambodia,FUR_2,Low pathogenic avian influenza (poultry) (2006-2021),H7N4,New strain in the country,2018/02/24,2019/04/19,15083,Validated,2843,Resolved,terrestrial
,,,China (People's Rep. of),FUR_2,African swine fever virus (Inf. with) ,,First occurrence in a zone or a compartment,2018/11/20,2019/11/07,15077,Validated,2752,Resolved,terrestrial
45.038189,40.069099,亚美尼亚,Armenia,IN,Rabies virus (Inf. with) ,Untyped or partially typed,Recurrence of an eradicated disease,2019/03/25,2019/04/18,15075,Validated,2874,Resolved,terrestrial
,,,China (People's Rep. of),FUR_1,African swine fever virus (Inf. with) ,,Recurrence of an eradicated disease,2019/01/06,2019/11/07,15069,Validated,2783,Resolved,terrestrial
43.872219,-11.875001,科摩罗,Comoros,IN,Foot and mouth disease virus (Inf. with) ,O,First occurrence in a zone or a compartment,2019/03/15,2019/04/17,15068,Validated,2873,On-going,terrestrial
24.96676,45.943161,罗马尼亚,Romania,FUR_1,African swine fever virus (Inf. with) ,,First occurrence in a zone or a compartment,2018/10/30,2019/04/17,15065,Validated,2732,Resolved,terrestrial
24.96676,45.943161,罗马尼亚,Romania,FUR_10,African swine fever virus (Inf. with) ,,First occurrence in a zone or a compartment,2018/07/25,2019/04/17,15064,Validated,2622,Resolved,terrestrial
90.356331,23.684994,孟加拉国,Bangladesh,IN,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5 (N untyped),Recurrence of an eradicated disease,2018/12/15,2019/04/17,15063,Validated,2872,Resolved,terrestrial
12.354722,7.369722,喀麦隆,Cameroon,IN,African horse sickness virus (Inf. with) ,Pending,First occurrence in the country,2019/03/10,2019/04/17,15061,Validated,2870,On-going,terrestrial
9.501785,56.26392,丹麦,Denmark,FUR_2,Low pathogenic avian influenza (poultry) (2006-2021),H5,Recurrence of an eradicated disease,2019/02/26,2019/04/16,15054,Validated,2826,Resolved,terrestrial
9.501785,56.26392,丹麦,Denmark,FUR_3,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N6,Recurrence of an eradicated disease,2018/12/22,2019/04/16,15053,Validated,2786,Resolved,terrestrial
2.213749,46.227638,法国,France,FUR_10,West Nile Fever ,,Recurrence of an eradicated disease,2018/08/24,2019/05/15,15052,Validated,2667,Resolved,terrestrial
25.48583,42.733883,保加利亚,Bulgaria,FUR_3,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N8,Recurrence of an eradicated disease,2019/03/13,2019/07/11,15029,Validated,2836,Resolved,terrestrial
19.699024,48.669026,斯洛伐克,Slovakia,FUR_3,Equine infectious anaemia ,,Recurrence of an eradicated disease,2018/02/12,2018/04/25,15026,Validated,2475,Resolved,terrestrial
12.56738,41.87194,意大利,Italy,FUR_1,Koi herpesvirus (Inf. with),,Recurrence,2018/08/30,2019/04/10,15023,Validated,2754,Resolved,aquatic
-106.346771,56.130366,加拿大,Canada,FUR_4,Rabbit haemorrhagic disease ,RHDV2,Recurrence of an eradicated disease,2018/02/13,2019/04/10,15022,Validated,2494,Stable,terrestrial
31.16558,48.379433,乌克兰,Ukraine,FUR_3,African swine fever virus (Inf. with) ,,Recurrence of an eradicated disease,2018/10/26,2019/04/10,15020,Validated,2733,Resolved,terrestrial
8.227512,46.818188,瑞士,Switzerland,FUR_16,Bluetongue virus (Inf. with) ,8,Recurrence of an eradicated disease,2017/10/19,2019/04/09,15011,Validated,2395,Resolved,terrestrial
8.468946,60.472024,挪威,Norway,FUR_2,Equid herpesvirus-1 (Inf. with) (Equine rhinopneumonitis) (2014-),,Recurrence of an eradicated disease,2019/02/25,2019/04/08,15002,Validated,2831,Resolved,terrestrial
14.550072,47.516231,奥地利,Austria,FUR_2,Brucella melitensis (Inf. with) ,,Recurrence of an eradicated disease,2018/06/21,2019/04/08,15001,Validated,2617,Resolved,terrestrial
51.183884,25.354826,卡塔尔,Qatar,FUR_4,Middle East respiratory syndrome coronavirus (inf. with) (2022-),,Emerging disease,2013/10/14,2019/04/08,14994,Validated,1472,Resolved,terrestrial
,,,North Macedonia,FUR_2,Infectious haematopoietic necrosis virus (Inf. with),,Recurrence,2018/06/18,2019/04/05,14986,Validated,2637,Resolved,aquatic
103.846656,46.862496,蒙古,Mongolia,FUR_5,African swine fever virus (Inf. with) ,,First occurrence in the country,2019/01/09,2019/04/04,14983,Validated,2787,Resolved,terrestrial
24.96676,45.943161,罗马尼亚,Romania,FUR_1,Anthrax ,,Recurrence of an eradicated disease,2019/02/08,2019/04/02,14967,Validated,2807,Resolved,terrestrial
8.468946,60.472024,挪威,Norway,FUR_2,Melissococcus plutonius (Inf. of honey bees with) (European foulbrood) ,,Recurrence of an eradicated disease,2018/06/21,2019/03/31,14954,Validated,2592,Resolved,terrestrial
31.16558,48.379433,乌克兰,Ukraine,FUR_3,African swine fever virus (Inf. with) ,,Recurrence of an eradicated disease,2018/11/15,2019/03/28,14943,Validated,2746,Resolved,terrestrial
31.16558,48.379433,乌克兰,Ukraine,FUR_2,African swine fever virus (Inf. with) ,,Recurrence of an eradicated disease,2018/11/12,2019/03/28,14942,Validated,2743,Resolved,terrestrial
31.16558,48.379433,乌克兰,Ukraine,FUR_1,African swine fever virus (Inf. with) ,,Recurrence of an eradicated disease,2019/02/01,2019/03/28,14941,Validated,2798,Resolved,terrestrial
105.318756,61.52401,俄罗斯,Russia,FUR_10,Foot and mouth disease virus (Inf. with) ,O,Recurrence of an eradicated disease,2019/01/01,2019/04/02,14939,Validated,2782,Resolved,terrestrial
,,,Chinese Taipei,IN,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N2,Recurrence of an eradicated disease,2019/03/20,2019/04/01,14935,Validated,2849,Resolved,terrestrial
84.124008,28.394857,尼泊尔,Nepal,IN,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Recurrence of an eradicated disease,2019/03/17,2019/03/26,14931,Validated,2847,Resolved,terrestrial
0.824782,8.619543,多哥,Togo,FUR_3,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Recurrence of an eradicated disease,2018/03/27,2019/03/25,14924,Validated,2534,Resolved,terrestrial
,,,Chinese Taipei,FUR_1,Acute hepatopancreatic necrosis disease (2016-),,First occurrence in a zone or a compartment,2018/11/25,2019/03/25,14920,Validated,2827,Resolved,aquatic
32.290275,1.373333,乌干达,Uganda,FUR_1,Foot and mouth disease virus (Inf. with) ,A,New strain in the country,2019/01/25,2019/04/01,14910,Validated,2840,Stable,terrestrial
32.290275,1.373333,乌干达,Uganda,FUR_1,Rift Valley fever virus (Inf. with) ,,Recurrence of an eradicated disease,2018/08/08,2019/03/22,14909,Validated,2666,Stable,terrestrial
37.906193,-0.023559,肯尼亚,Kenya,FUR_1,Rift Valley fever virus (Inf. with) ,,Recurrence of an eradicated disease,2019/01/25,2019/03/22,14908,Validated,2824,Resolved,terrestrial
-8.24389,53.41291,爱尔兰,Ireland,FUR_3,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N6,New strain in the country,2018/01/31,2019/03/22,14907,Validated,2474,Resolved,terrestrial
-3.435973,55.378051,联合王国,United Kingdom,FUR_1,Bovine spongiform encephalopathy ,,Recurrence of an eradicated disease,2018/10/02,2019/04/02,14894,Validated,2711,Resolved,terrestrial
,,,Korea (Rep. of),FUR_1,Q fever ,,Recurrence of an eradicated disease,2014/05/21,2019/03/16,14892,Validated,1559,Stable,terrestrial
105.318756,61.52401,俄罗斯,Russia,FUR_6,Sheep pox and goat pox ,,First occurrence in a zone or a compartment,2018/08/21,2019/04/05,14885,Validated,2647,Resolved,terrestrial
45.038189,40.069099,亚美尼亚,Armenia,IN,Leishmaniosis ,,First occurrence in a zone or a compartment,2019/03/14,2019/03/15,14872,Validated,2838,Resolved,terrestrial
31.16558,48.379433,乌克兰,Ukraine,FUR_1,African swine fever virus (Inf. with) ,,Recurrence of an eradicated disease,2018/12/11,2019/03/15,14866,Validated,2769,Resolved,terrestrial
-74.297333,4.570868,哥伦比亚,Colombia,FUR_9,Foot and mouth disease virus (Inf. with) ,O,Recurrence of an eradicated disease,2018/09/13,2019/03/15,14861,Validated,2727,Resolved,terrestrial
47.481766,29.31166,科威特,Kuwait,FUR_1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Recurrence of an eradicated disease,2019/01/24,2019/04/15,14859,Validated,2799,Resolved,terrestrial
53.688046,32.427908,伊朗,Iran,FUR_7,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N8,Recurrence of an eradicated disease,2018/09/30,2019/03/16,14834,Validated,2739,Resolved,terrestrial
-8.24389,53.41291,爱尔兰,Ireland,IN,Equine piroplasmosis,,Recurrence of an eradicated disease,2019/02/16,2019/04/05,14829,Validated,2832,Resolved,terrestrial
69.345116,30.375321,巴基斯坦,Pakistan,FUR_1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Recurrence of an eradicated disease,2019/01/02,2019/03/07,14820,Validated,2822,Resolved,terrestrial
30.802498,26.820553,埃及,Egypt,IN,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N2,New strain in the country,2019/02/21,2019/03/06,14817,Validated,2829,Resolved,terrestrial
31.16558,48.379433,乌克兰,Ukraine,FUR_2,African swine fever virus (Inf. with) ,,Recurrence of an eradicated disease,2018/12/04,2019/03/05,14815,Validated,2757,Resolved,terrestrial
31.16558,48.379433,乌克兰,Ukraine,FUR_1,African swine fever virus (Inf. with) ,,Recurrence of an eradicated disease,2019/01/11,2019/03/05,14814,Validated,2785,Resolved,terrestrial
28.369885,47.411631,摩尔多瓦,Moldova,FUR_27,African swine fever virus (Inf. with) ,,Recurrence of an eradicated disease,2018/07/31,2019/03/05,14813,Validated,2629,Resolved,terrestrial
-19.020835,64.963051,冰岛,Iceland,FUR_1,Scrapie ,,Recurrence of an eradicated disease,2019/01/16,2019/03/04,14808,Validated,2790,Resolved,terrestrial
37.906193,-0.023559,肯尼亚,Kenya,IN,Middle East respiratory syndrome coronavirus (inf. with) (2022-),Untyped or partially typed,Emerging disease,2017/04/21,2019/03/12,14790,Validated,2825,Resolved,terrestrial
29.918886,-3.373056,布隆迪,Burundi,FUR_8,Peste des petits ruminants virus (Inf. with) ,,First occurrence in the country,2018/01/01,2019/05/03,14784,Validated,2447,Resolved,terrestrial
105.318756,61.52401,俄罗斯,Russia,FUR_21,Lumpy skin disease virus (Inf. with) ,,Recurrence of an eradicated disease,2018/06/29,2019/03/18,14767,Validated,2607,Resolved,terrestrial
25.48583,42.733883,保加利亚,Bulgaria,FUR_2,Newcastle disease virus (Inf. with) ,,First occurrence in a zone or a compartment,2016/12/27,2019/02/25,14759,Validated,2130,Resolved,terrestrial
-3.74922,40.463667,西班牙,Spain,IN,Bovine spongiform encephalopathy ,,Recurrence of an eradicated disease,2019/01/24,2019/02/22,14752,Validated,2817,Resolved,terrestrial
12.56738,41.87194,意大利,Italy,FUR_1,Anthrax ,,Recurrence of an eradicated disease,2018/06/20,2019/02/21,14742,Validated,2611,Resolved,terrestrial
-51.92528,-14.235004,巴西,Brazil,FUR_3,West Nile Fever ,,First occurrence in a zone or a compartment,2018/04/25,2019/02/22,14730,Validated,2570,Resolved,terrestrial
,,,South Africa,FUR_23,Low pathogenic avian influenza (poultry) (2006-2021),H5N2,Recurrence of an eradicated disease,2014/01/28,2019/02/19,14727,Validated,1588,Resolved,terrestrial
24.96676,45.943161,罗马尼亚,Romania,FUR_3,African swine fever virus (Inf. with) ,,First occurrence in a zone or a compartment,2018/10/23,2019/02/19,14725,Validated,2728,Resolved,terrestrial
-74.297333,4.570868,哥伦比亚,Colombia,FUR_16,Equine influenza virus (Inf. with),H3N8,Recurrence of an eradicated disease,2018/06/18,2019/03/15,14724,Validated,2651,Stable,terrestrial
24.96676,45.943161,罗马尼亚,Romania,FUR_2,African swine fever virus (Inf. with) ,,Recurrence of an eradicated disease,2018/09/17,2019/02/18,14720,Validated,2679,Resolved,terrestrial
24.96676,45.943161,罗马尼亚,Romania,FUR_7,African swine fever virus (Inf. with) ,,First occurrence in a zone or a compartment,2018/07/20,2019/02/18,14719,Validated,2615,Resolved,terrestrial
24.96676,45.943161,罗马尼亚,Romania,FUR_1,African swine fever virus (Inf. with) ,,Recurrence of an eradicated disease,2018/12/13,2019/02/18,14718,Validated,2768,Resolved,terrestrial
25.48583,42.733883,保加利亚,Bulgaria,FUR_3,Newcastle disease virus (Inf. with) ,,Recurrence of an eradicated disease,2017/10/25,2019/02/18,14711,Validated,2392,Resolved,terrestrial
25.48583,42.733883,保加利亚,Bulgaria,IN,Newcastle disease virus (Inf. with) ,,Recurrence of an eradicated disease,2019/01/23,2019/02/18,14710,Validated,2809,Resolved,terrestrial
,,,China (People's Rep. of),FUR_3,African swine fever virus (Inf. with) ,,First occurrence in a zone or a compartment,2018/11/06,2019/02/25,14708,Validated,2737,Resolved,terrestrial
,,,China (People's Rep. of),FUR_2,African swine fever virus (Inf. with) ,,First occurrence in a zone or a compartment,2018/12/17,2019/02/25,14707,Validated,2770,Resolved,terrestrial
,,,China (People's Rep. of),FUR_4,African swine fever virus (Inf. with) ,,First occurrence in a zone or a compartment,2018/10/14,2019/02/25,14706,Validated,2725,Resolved,terrestrial
,,,China (People's Rep. of),FUR_2,African swine fever virus (Inf. with) ,,First occurrence in a zone or a compartment,2018/11/02,2019/02/25,14705,Validated,2731,Resolved,terrestrial
