页数,文章链接,文章标题,时间,来源,作者,浏览量
84,https://www.jhc.cn/2019/0820/c4548a109748/page.htm,用新媒体平台  讲金职好故事——金职院官微获“2018-2019全国职业院校官微十强”,2019-08-20,宣传部（新闻中心）,郭康康,920
84,https://www.jhc.cn/2019/0817/c4548a109736/page.htm,金职院喜获3项2019年度国家自然科学基金项目,2019-08-17,金华职业技术学院,韦清,1797
84,https://www.jhc.cn/2019/0803/c4548a109718/page.htm,学前教育专业教师团队入选首批国家级职业教育教师教学创新团队立项建设单位,2019-08-13,师范学院,陈  诗,2515
84,https://www.jhc.cn/2019/0807/c4548a109701/page.htm,省发展改革委高技处处长潘建勇一行来金职院调研指导工作,2019-08-08,宣传部,奚亚妮  王  天,2959
84,https://www.jhc.cn/2019/0805/c4548a109695/page.htm,信息学子在“三菱电机杯”全国大学生电气与自动化大赛中荣获一等奖,2019-08-06,信息工程学院,张  娴,988
84,https://www.jhc.cn/2019/0802/c4548a109665/page.htm,省高职高专院校国际化总体水平排行榜发布，金职院位列榜单首位,2019-08-02,宣传部,,2520
84,https://www.jhc.cn/2019/0801/c4548a109660/page.htm,金职院一项目获评2018 年全民阅读推广优秀项目,2019-08-01,图文信息中心,金宏伟,1112
85,https://www.jhc.cn/2019/0801/c4548a109659/page.htm,金职院获全省高校“两优一先”多项表彰,2019-08-01,组织部,陈静泓,898
85,https://www.jhc.cn/2019/0731/c4548a109652/page.htm,信息学子蝉联“AB杯”全国大学生自动化系统应用大赛特等奖,2019-07-31,信息工程学院,花有清,1352
85,https://www.jhc.cn/2019/0731/c4548a109654/page.htm,“青春飞扬 书香两岸”2019年台湾青年赴金华文创电商实战技能提升专题培训班在金职院开班,2019-07-30,艺术设计学院,林  烨,873
85,https://www.jhc.cn/2019/0730/c4548a109649/page.htm,2019全国职业院校技能大赛集成电路开发及应用赛项赛后检查专家组来金职院检查大赛工作,2019-07-30,信息工程学院,周  荃,726
85,https://www.jhc.cn/2019/0727/c4548a109643/page.htm,军营院校共建  同谱双拥新曲——校领导“八一”前夕走访慰问共建部队,2019-07-27,宣传部（新闻中心）,郑胜杰,2933
85,https://www.jhc.cn/2019/0730/c4548a109650/page.htm,金职院成功入选省区域和学校整体推进智慧教育综合试点单位,2019-07-27,图文信息中心,邓  涛  金宏伟,577
85,https://www.jhc.cn/2019/0726/c4548a109632/page.htm,金职院入选全国职业院校“教学管理50强”和“学生管理50强”案例,2019-07-26,宣传部（新闻中心）,,1745
85,https://www.jhc.cn/2019/0724/c4548a109608/page.htm,副校长成军应邀参加“中国—东盟学前教育发展对话”活动,2019-07-24,教务处,陈紫蔚,939
85,https://www.jhc.cn/2019/0724/c4548a109607/page.htm,金职院参展2019年职业教育国际论坛暨特色合作项目成果展,2019-07-24,国际教育学院,蔡金晶 朱倩,918
85,https://www.jhc.cn/2019/0722/c4548a109586/page.htm,金职院学子荣获“中国大学生自强之星”称号,2019-07-22,资助管理中心,谢华 赵倩 章红兵,1442
85,https://www.jhc.cn/2019/0720/c4548a109514/page.htm,校长梁克东出席对口支援西昌民族幼儿师范高等专科学校启动仪式,2019-07-20,师范学院,王理凡,1411
85,https://www.jhc.cn/2019/0716/c4548a109491/page.htm,金职院在省第五届“互联网+”大学生创新创业大赛中再创新佳绩,2019-07-16,创业学院,何碧峰,1940
85,https://www.jhc.cn/2019/0712/c4548a109419/page.htm,金职院举办首次民主党派、统战团体培训会,2019-07-12,组织部 统战部,陈静泓,1415
85,https://www.jhc.cn/2019/0711/c4548a109404/page.htm,金职院2019年党建业务培训班顺利结业,2019-07-11,组织部 统战部,陈静泓,1027
86,https://www.jhc.cn/2019/0711/c4548a109412/page.htm,省外办来金职院专题调研因公出国（境）“最多跑一次”改革,2019-07-11,国际合作交流处（港澳台办）,陈晓阳,1687
86,https://www.jhc.cn/2019/0711/c4548a109413/page.htm,市领导郑敏强、陶叶萍一行来金职院调研职业教育发展情况,2019-07-10,宣传部（新闻中心）,张璟琨,903
86,https://www.jhc.cn/2019/0710/c4548a109396/page.htm,浙江理工大学党委书记吴锋民一行来金职院调研,2019-07-10,宣传部（新闻中心）,张璟琨,1504
86,https://www.jhc.cn/2019/0707/c4548a109143/page.htm,金职院举办中层干部“不忘初心 牢记使命”党性教育专题培训,2019-07-07,组织部 统战部,周孝强 姜伟仁 郑胜杰,2265
86,https://www.jhc.cn/2019/0705/c4548a109127/page.htm,全省高校党建示范创建和质量创优工作观摩交流活动在金华举行,2019-07-05,组织部 统战部,陈静泓  张璟琨,1031
86,https://www.jhc.cn/2019/0705/c4548a109126/page.htm,省科协副主席姜长才一行来金职院考察,2019-07-04,宣传部（新闻中心）,张璟琨,1477
86,https://www.jhc.cn/2019/0702/c4548a108973/page.htm,金职院教育发展基金会换届大会成功举行,2019-07-03,教育发展基金会,王宏艳,2204
86,https://www.jhc.cn/2019/0703/c4548a108986/page.htm,金职院与金华市中心医院签约共建临床护理学院,2019-07-03,医学院  校企合作处 ,卢惠萍  蒋妙琦,1697
86,https://www.jhc.cn/2019/0702/c4548a108964/page.htm,金职院携手华为、光通天下    迈入人工智能人才培养新征程,2019-07-02,信息工程学院  校企合作处,陈德仙  蒋妙琦,6485
86,https://www.jhc.cn/2019/0702/c4548a108975/page.htm,金职院举行2019“““一带一路”””阿郎行专项行动出征仪式,2019-07-02,学生处,章红兵  赵  倩,1009
86,https://www.jhc.cn/2019/0703/c4548a108987/page.htm,金职院举行2019浙江省大学生创新创业大赛出征仪式,2019-07-02,创业学院  校团委  就业服务中心,叶威钿,1244
86,https://www.jhc.cn/2019/0702/c4548a108976/page.htm,“青春心向党 建功新时代”——金职院举行2019年“阿郎卫士”暑期社会实践活动出征仪式,2019-07-02,校团委,李  翔  金  钰,928
86,https://www.jhc.cn/2019/0702/c4548a108934/page.htm,医学院护理党支部书记卢惠萍获评全省高校“最受师生喜爱的书记”,2019-07-02,组织部  医学院,姜伟仁  周  游,1010
86,https://www.jhc.cn/2019/0630/c4548a108937/page.htm,信息学子喜获浙江省“十佳大学生”  诠释金职最美的青春,2019-07-02,信息工程学院,张  娴,575
87,https://www.jhc.cn/2019/0701/c4548a108890/page.htm,全国商务数据分析与应用职业教育集团成立   金职院党委书记胡正明在首届数字经济发展与数据人才培养大会上作专题报告,2019-07-01,金义网络经济学院,楼小明,1776
87,https://www.jhc.cn/2019/0628/c4548a108834/page.htm,金职院教师章跃洪获评“浙江省担当作为好干部”称号,2019-06-28,组织部,姜伟仁,1638
87,https://www.jhc.cn/2019/0627/c4548a108783/page.htm,金职院校友陈淑芳获评全国“人民满意的公务员”称号,2019-06-27,学生处,章红兵,1425
87,https://www.jhc.cn/2019/0626/c4548a108764/page.htm,中航国际成套设备有限公司张焱董事长一行 来金职院洽谈合作,2019-06-26,国际合作交流处（港澳台办）,王  艳,1889
87,https://www.jhc.cn/2019/0701/c4548a108914/page.htm,金职院党委书记胡正明参加中德职教创新对话论坛,2019-06-26,国合处,陈晓阳,1308
87,https://www.jhc.cn/2019/0624/c4548a108712/page.htm,金职院被教育部列为首批“老年照护”证书制度试点院校,2019-06-25,医学院,魏笑筠,1110
87,https://www.jhc.cn/2019/0623/c4548a108615/page.htm,金职院在2019年国赛中获奖总数蝉联全国第一 ,2019-06-23,教务处,章斐瑾,3881
87,https://www.jhc.cn/2019/0620/c4548a108546/page.htm,金职院荣获2018年高等职业院校“育人成效50强”“教学资源50强”“国际影响力50强”“服务贡献50强”大满贯,2019-06-21,宣传部（新闻中心）,,1861
87,https://www.jhc.cn/2019/0627/c4548a108795/page.htm,省退役军人事务厅副厅长郭国松一行莅临金职院调研退伍学生创业就业工作,2019-06-21,创业学院,叶威钿,840
87,https://www.jhc.cn/2019/0618/c4548a108530/page.htm,金职学子王蔚、徐家兴入选省高校毕业生就业创业典型人物,2019-06-20,就业服务中心  医学院 ,郑春燕  徐晓莹,1357
87,https://www.jhc.cn/2019/0619/c4548a108491/page.htm,2019国赛专递二十五：医学学子喜获2019全国职业院校技能大赛“中药传统技能”赛项二等奖,2019-06-19,医学院,张慧芳,1092
87,https://www.jhc.cn/2019/0617/c4548a108402/page.htm,致敬新时代 献礼新中国成立70周年  “筑梦金湖”——艺术设计学院2019毕业季毕业生优秀作品展开幕 ,2019-06-16,艺术设计学院,蔡  蓉,1178
87,https://www.jhc.cn/2019/0617/c4548a108407/page.htm,2019国赛专递二十四：机电学子获全国职业院校技能大赛“数控机床装调与技术改造”赛项团体二等奖,2019-06-16,机电工程学院,章  斌,832
87,https://www.jhc.cn/2019/0617/c4548a108396/page.htm,金职院怀卡托国际学院毕业典礼隆重举行,2019-06-15,国际教育学院,蔡金晶 朱  倩,920
88,https://www.jhc.cn/2019/0614/c4548a108338/page.htm,金职院举行2019届小学教育专业（本科）毕业典礼,2019-06-15,师范学院,胡晓飞,4949
88,https://www.jhc.cn/2019/0614/c4548a108320/page.htm,追梦新时代 青春别样红——金职院2019届毕业典礼隆重举行,2019-06-14,宣传部,奚亚妮  张璟琨,4832
88,https://www.jhc.cn/2019/0613/c4548a108292/page.htm,2019年全国职业院校技能大赛（高职组）“朗迅杯”集成电路开发及应用赛项在金职院圆满落幕,2019-06-13,信息工程学院,费  锋,2494
88,https://www.jhc.cn/2019/0614/c4548a108327/page.htm,2019国赛专递二十三：信息学子喜获全国职业院校技能大赛“4G全网建设技术”赛项三等奖,2019-06-13,信息工程学院,丁  晨,690
88,https://www.jhc.cn/2019/0613/c4548a108268/page.htm,2019国赛专递二十二：信息学子喜获全国职业院校技能大赛（高职组）“朗迅杯”集成电路开发及应用赛项一等奖,2019-06-13,信息工程学院,郭天鹏,1374
88,https://www.jhc.cn/2019/0613/c4548a108298/page.htm,践行职改签约全球500强  产教融合共育医药英才,2019-06-12,医学院   校企合作处,陈  菲  蒋妙琦,548
88,https://www.jhc.cn/2019/0612/c4548a108244/page.htm,2019年全国职业院校技能大赛“集成电路开发及应用”赛项在金职院开赛,2019-06-12,宣传部（新闻中心）,王 璐 郭天鹏  郑胜杰 ,3073
88,https://www.jhc.cn/2019/0611/c4548a108201/page.htm,金职院举行2019届中加酒店管理专业毕业典礼,2019-06-11,旅游与酒店管理学院,吴笑寒,1204
88,https://www.jhc.cn/2019/0606/c4548a108136/page.htm,2019国赛专递二十一：信息学子喜获全国职业院校技能大赛“光伏电子工程的设计与实施”赛项二等奖,2019-06-08,信息工程学院,周  荃,1000
88,https://www.jhc.cn/2019/0610/c4548a108117/page.htm,备战“挑战杯” 吹响集结号——金职院召开 “挑战杯”系列竞赛工作推进会,2019-06-07,校团委,李 翔,683
88,https://www.jhc.cn/2019/0606/c4548a108111/page.htm,浙江省教育国际交流协会高职分会2019 年度会议在金职院召开,2019-06-06,国合处,王艳,825
88,https://www.jhc.cn/2019/0606/c4548a108095/page.htm,2019国赛专递二十：机电学子获全国职业院校技能大赛“工业产品数字化设计与制造”赛项团体三等奖,2019-06-06,机电工程学院,李银海  诸葛俊科  庄晓龙,714
88,https://www.jhc.cn/2019/0606/c4548a108083/page.htm,省教育厅专家组来金职院开展怀卡托国际学院延期实地考察评审,2019-06-06,国际教育学院  国合处,陈  青   龚红燕  单  盈,828
88,https://www.jhc.cn/2019/0606/c4548a108072/page.htm,2019国赛专递十九：护理学子喜获全国职业院校技能大赛“护理技能”赛项三等奖,2019-06-06,医学院,董丽华,1364
89,https://www.jhc.cn/2019/0606/c4548a108066/page.htm,“书记 校长有约”——校领导与学生面对面，打通学校育人“最后一公里”,2019-06-05,学生处,丰  辉,787
89,https://www.jhc.cn/2019/0605/c4548a108025/page.htm,2019国赛专递十八：农学学子喜获全国职业院校技能大赛“艺术插花”赛项一等奖,2019-06-05,农业与生物工程学院,许俊俊,1624
89,https://www.jhc.cn/2019/0604/c4548a108071/page.htm,2019国赛专递十七：信息学子喜获全国职业院校技能大赛“嵌入式技术应用开发”赛项二等奖,2019-06-04,信息工程学院,范灵芝,478
89,https://www.jhc.cn/2019/0604/c4548a107998/page.htm,2019国赛专递十六：农学学子喜获全国职业院校技能大赛“园林景观设计与施工”赛项三等奖,2019-06-04,农业与生物工程学院,胡晓聪,875
89,https://www.jhc.cn/2019/0604/c4548a107981/page.htm,2019国赛专递十五：信息学子喜获全国职业院校技能大赛“云计算技术与应用”赛项三等奖,2019-06-04,信息工程学院,王伟斌,737
89,https://www.jhc.cn/2019/0603/c4548a107946/page.htm,2019国赛专递十四：机电学子喜获2019年全国职业院校技能大赛“制造单元智能化改造和集成技术”赛项一等奖,2019-06-04,机电工程学院,王桂锋  陈中哲,1689
89,https://www.jhc.cn/2019/0603/c4548a107939/page.htm,2019国赛专递十三：信息学子喜获全国职业院校技能大赛“移动互联网应用软件开发”赛项一等奖,2019-06-04,信息工程学院,陈晓龙  郭天鹏,733
89,https://www.jhc.cn/2019/0603/c4548a107944/page.htm,2019国赛专递十二：经管学子斩获全国职业院校技能大赛会计技能赛项一等奖,2019-06-04,经济管理学院,郑湛淼,1007
89,https://www.jhc.cn/2019/0603/c4548a107977/page.htm,青春绽放 梦想起航——金职院举行首届中美护理专业毕业典礼,2019-06-01,医学院,魏笑筠,944
89,https://www.jhc.cn/2019/0603/c4548a107958/page.htm,2019国赛专递十一：旅游学子喜获全国职业院校技能竞赛导游服务赛项二等奖,2019-06-01,旅游与酒店管理学院,顾敏艳  金婷萍,864
89,https://www.jhc.cn/2019/0604/c4548a107982/page.htm,2019国赛专递十：商务学子喜获2019全国职业院校技能大赛“英语口语”赛项二等奖,2019-05-31,国际商务学院,童  芳,595
89,https://www.jhc.cn/2019/0531/c4548a107862/page.htm,以案为鉴，高水平推进学校全面从严治党——金职院党委理论中心组召开廉政教育专题学习会,2019-05-31,宣传部（新闻中心）,王璐,882
89,https://www.jhc.cn/2019/0531/c4548a107870/page.htm,金职院穆桑泽海外分校2期扩建工程破土动工,2019-05-30,国际教育学院,吴维昕  朱墨池,756
89,https://www.jhc.cn/2019/0530/c4548a107810/page.htm,2019国赛专递九：信息学子喜获全国职业院校技能大赛“软件测试”赛项一等奖,2019-05-30,信息工程学院,梅旭时  周  荃,1008
90,https://www.jhc.cn/2019/0529/c4548a107782/page.htm,金华市副市长、公安局局长董旭斌一行来金职院调研指导学生思想政治工作,2019-05-29,宣传部,奚亚妮,1388
90,https://www.jhc.cn/2019/0529/c4548a107764/page.htm,金职院与金华经济技术开发区管委会召开校地合作对接会,2019-05-28,宣传部,郑胜杰,1086
90,https://www.jhc.cn/2019/0527/c4548a107732/page.htm,金职院与川北幼儿师范高等专科学校签署东西部结对合作交流协议,2019-05-28,党院办,严甜甜,829
90,https://www.jhc.cn/2019/0529/c4548a107763/page.htm,金职院新一届学术委员会召开全体会议,2019-05-28,教务处,陈紫蔚,1176
90,https://www.jhc.cn/2019/0529/c4548a107768/page.htm,金职院校友杨宝庆陪同车俊访问捷克,2019-05-28,校友办,王宏艳,734
90,https://www.jhc.cn/2019/0527/c4548a107720/page.htm,金职院在省“挑战杯”竞赛中获特等奖，创历史最好成绩！,2019-05-27,校团委,李  翔,1380
